0.000000	0.000000	1.000000	u	u	u	13.000000	0	0	1
0.000000	0.000000	1.000000	u	u	u	13.000000	0	0	1
0.000000	0.000000	1.000000	u	u	u	14.000000	0	0	1
0.000000	0.000000	1.000000	u	u	u	15.000000	0	0	1
0.000000	0.000000	1.000000	u	u	u	16.000000	0	0	1
0.000000	0.000000	1.000000	u	u	u	22.000000	0	0	1
0.000000	0.000000	1.000000	u	u	103.000000	113.000000	0	0	1
0.000000	0.000000	1.000000	u	u	103.000000	116.000000	0	0	1
0.000000	0.000000	1.000000	u	u	104.000000	114.000000	0	0	1
0.000000	0.000000	1.000000	u	u	105.000000	117.000000	0	0	1
0.000000	0.000000	1.000000	u	u	105.000000	117.000000	0	0	1
0.000000	0.000000	1.000000	u	u	105.000000	118.000000	0	0	1
0.000000	0.000000	1.000000	u	u	105.000000	118.000000	0	0	1
0.000000	0.000000	1.000000	u	u	106.000000	118.000000	0	0	1
0.000000	0.000000	1.000000	u	u	109.000000	122.000000	0	0	1
0.000000	0.000000	1.000000	u	u	110.000000	156.000000	0	0	1
0.000000	0.000000	1.000000	u	u	120.000000	133.000000	0	0	1
0.000000	0.000000	1.000000	u	u	121.000000	133.000000	0	0	1
0.000000	0.000000	1.000000	u	u	134.000000	151.000000	0	0	1
0.000000	0.000000	1.000000	u	u	137.000000	153.000000	0	0	1
0.000000	0.000000	1.000000	u	u	144.000000	157.000000	0	0	1
0.000000	0.000000	1.000000	u	u	145.000000	156.000000	0	0	1
0.000000	0.000000	1.000000	u	u	152.000000	169.000000	0	0	1
0.000000	0.000000	1.000000	u	u	165.000000	177.000000	0	0	1
0.000000	0.000000	1.000000	u	u	181.000000	197.000000	0	0	1
0.000000	0.000000	1.000000	u	u	187.000000	200.000000	0	0	1
0.000000	0.000000	1.000000	u	u	193.000000	211.000000	0	0	1
0.000000	0.000000	1.000000	u	u	194.000000	213.000000	0	0	1
0.000000	0.000000	1.000000	u	u	218.000000	228.000000	0	0	1
0.000000	0.000000	1.000000	u	u	228.000000	238.000000	0	0	1
0.000000	0.000000	1.000000	u	u	233.000000	243.000000	0	0	1
0.000000	0.000000	1.000000	u	u	246.000000	257.000000	0	0	1
0.000000	0.000000	1.000000	u	u	271.000000	284.000000	0	0	1
0.000000	0.000000	1.000000	u	u	50.000000	65.000000	0	0	1
0.000000	0.000000	1.000000	u	u	52.000000	67.000000	0	0	1
0.000000	0.000000	1.000000	u	u	550.000000	561.000000	0	0	1
0.000000	0.000000	1.000000	u	u	67.000000	84.000000	0	0	1
0.000000	0.000000	1.000000	u	u	67.000000	84.000000	0	0	1
0.000000	0.000000	1.000000	u	u	87.000000	100.000000	0	0	1
0.000000	0.000000	1.000000	u	u	9.000000	17.000000	0	0	1
0.000000	0.000000	1.000000	u	u	968.000000	979.000000	0	0	1
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	12.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	13.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	13.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	13.000000	0	1	0
0.000000	1.000000	0.000000	u	10.000000	u	13.000000	0	1	0
0.000000	1.000000	0.000000	u	11.000000	u	13.000000	0	1	0
0.000000	1.000000	0.000000	u	11.000000	u	15.000000	0	1	0
0.000000	1.000000	0.000000	u	11.000000	u	15.000000	0	1	0
0.000000	1.000000	0.000000	u	12.000000	u	14.000000	0	1	0
0.000000	1.000000	0.000000	u	12.000000	u	14.000000	0	1	0
0.000000	1.000000	0.000000	u	12.000000	u	15.000000	0	1	0
0.000000	1.000000	0.000000	u	12.000000	u	15.000000	0	1	0
0.000000	1.000000	0.000000	u	12.000000	u	15.000000	0	1	0
0.000000	1.000000	0.000000	u	2.000000	u	4.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
0.000000	1.000000	0.000000	u	3.000000	u	6.000000	0	1	0
